Wirtschaftszweig;Anlagegüter;Nutzungsdauer (ND) i.J.;Linearer AfA-Satz v.H.
Obst- und Gemüseverarbeitungsindustrie;Pflaumenentsteinmaschinen ;8;12
Obst- und Gemüseverarbeitungsindustrie;"Pressen (Packpressen zum Pressen von Früchten; Naßbetrieb) ";8;12
Obst- und Gemüseverarbeitungsindustrie;Pumpanlagen (Dämpfer mit Rührwerk) im Naßbetrieb ;8;12
Obst- und Gemüseverarbeitungsindustrie;Separatoren (zum Schleudern von Säften) im Naßbetrieb ;7;14
Obst- und Gemüseverarbeitungsindustrie;Signiermaschinen ;7;14
Obst- und Gemüseverarbeitungsindustrie;Spargelschneidemaschinen (Naßbetrieb) ;5;20
Obst- und Gemüseverarbeitungsindustrie;Spinatturbinen (Naßbetrieb) ;7;14
Obst- und Gemüseverarbeitungsindustrie;Stachelbeerputzmaschinen (Naßbetrieb) ;7;14
Obst- und Gemüseverarbeitungsindustrie;Sterilisierapparate (für Gurken, Naßbetrieb) ;5;20
Obst- und Gemüseverarbeitungsindustrie;Dampfschälanlagen im Naßbetrieb ;7;14
Obst- und Gemüseverarbeitungsindustrie;Rollenschälmaschinen im Naßbetrieb ;7;14
Obst- und Gemüseverarbeitungsindustrie;Gurkenteilmaschinen im Naßbetrieb ;7;14
Obst- und Gemüseverarbeitungsindustrie;Transport- und Verlesebänder ;7;14
Obst- und Gemüseverarbeitungsindustrie;Transportbehälter für Fruchtzubereitungen ;4;25
Obst- und Gemüseverarbeitungsindustrie;Fruchtbrecher und Fruchtraspeln ;5;20
Obst- und Gemüseverarbeitungsindustrie;Prozess-Steuerungsanlagen ;5;20
Obst- und Gemüseverarbeitungsindustrie;Elektronische Sortiergeräte;6;17
Ölmühlen und Margarineindustrie;Faßspülanlagen;7;14
Ölmühlen und Margarineindustrie;Ölpumpen ;10;10
Ölmühlen und Margarineindustrie;Öltankanlagen ;33;3
Ölmühlen und Margarineindustrie;Rohrbrücken und Rohrleitungen ;14;7
Ölmühlen und Margarineindustrie;Auflösebehälter ;10;10
Ölmühlen und Margarineindustrie;Arbeitsbehälter ;10;10
Ölmühlen und Margarineindustrie;Destillation: Apparate, Pumpen, Kompressoren, Kondensatoren usw. ;7;14
Ölmühlen und Margarineindustrie;Glyzerinbehälter ;14;7
Ölmühlen und Margarineindustrie;Vorreinigung und Spaltung: Behälter, Pumpen, Rohrleitungen, Reinigungskästen usw. ;7;14
Ölmühlen und Margarineindustrie;Blaskessel (f. Leinöl) ;14;7
Ölmühlen und Margarineindustrie;Dampfstrahler (f. Vakuum);14;7
Ölmühlen und Margarineindustrie;Druckkessel (f. H2) ;20;5
Ölmühlen und Margarineindustrie;Einspritzkondensatoren ;10;10
Ölmühlen und Margarineindustrie;Elektrolyseure ;14;7
Ölmühlen und Margarineindustrie;Emulsionsbehälter;10;10
Ölmühlen und Margarineindustrie;Entsäure- und Bleicherkessel ;14;7
Ölmühlen und Margarineindustrie;Fußtanks ;20;5
Ölmühlen und Margarineindustrie;Gasometer (f. H2) ;20;5
Ölmühlen und Margarineindustrie;Katalysatorenbrennapparate ;14;7
Ölmühlen und Margarineindustrie;Kohletürme ;14;7
Ölmühlen und Margarineindustrie;Kompressoren (f. H2) ;14;7
Ölmühlen und Margarineindustrie;Laugebehälter ;10;10
Ölmühlen und Margarineindustrie;Laugewäscher und Wasserwäscher für Rückgasreinigung ;10;10
Ölmühlen und Margarineindustrie;Ölkühler und Rührwerk ;14;7
Ölmühlen und Margarineindustrie;Reaktionsapparate (Wecker) ;14;7
Ölmühlen und Margarineindustrie;Säurebehälter ;10;10
Ölmühlen und Margarineindustrie;Säurepumpen ;5;20
Ölmühlen und Margarineindustrie;Seifenbehälter ;10;10
Ölmühlen und Margarineindustrie;Seifenzersetzungsbehälter ;5;20
Ölmühlen und Margarineindustrie;Seitzfilter (f. Leinöl) ;14;7
Ölmühlen und Margarineindustrie;Umform-Aggregate ;14;7
Ölmühlen und Margarineindustrie;Vakuum-Kolbenpumpen ;10;10
Ölmühlen und Margarineindustrie;Verdampfer ;14;7
Ölmühlen und Margarineindustrie;Vorlagen ;20;5
Ölmühlen und Margarineindustrie;Fernthermometeranlagen ;14;7
Ölmühlen und Margarineindustrie;Trockenanlagen (Trockentürme, Exhaustoren, Staubzyklone) ;14;7
Ölmühlen und Margarineindustrie;Absackstationen (einschl. autom. Waagen) ;14;7
Ölmühlen und Margarineindustrie;Ammoniakkompressoren ;10;10
Ölmühlen und Margarineindustrie;Ausdehnungsgefäße ;14;7
Ölmühlen und Margarineindustrie;Benzinbehälter in der Erde ;14;7
Ölmühlen und Margarineindustrie;Benzinpumpen ;5;20
Ölmühlen und Margarineindustrie;Benzinsoleabscheider ;5;20
Ölmühlen und Margarineindustrie;Benzin-Wasserabscheider ;5;20
Ölmühlen und Margarineindustrie;Dephlegmatoren (f. Benzin-Luft-Gemische) ;5;20
Ölmühlen und Margarineindustrie;Destillierkolonnen ;10;10
Ölmühlen und Margarineindustrie;Extraktionstürme bzw. Topfextrakteure ;10;10
Ölmühlen und Margarineindustrie;Kondensatoren (f. Benzingase) ;5;20
Ölmühlen und Margarineindustrie;Lecithintrockner ;10;10
Ölmühlen und Margarineindustrie;Ölbehälter ;14;7
Ölmühlen und Margarineindustrie;Öltrubpumpen;5;20
Ölmühlen und Margarineindustrie;Quetschwalzenstühle ;10;10
Ölmühlen und Margarineindustrie;Schneckenpressen (unterteilt in Vor- und Nachpressen) ;14;7
Ölmühlen und Margarineindustrie;Schrotdarren ;14;7
Ölmühlen und Margarineindustrie;Separatoren (f. Lecithingewinnung) ;10;10
Ölmühlen und Margarineindustrie;Siebkisten ;5;20
Ölmühlen und Margarineindustrie;Sole-Kühlbehälter ;5;20
Ölmühlen und Margarineindustrie;Staubfilter ;14;7
Ölmühlen und Margarineindustrie;Trockenschnecken ;5;20
Ölmühlen und Margarineindustrie;Trockentrommeln ;14;7
Ölmühlen und Margarineindustrie;Trubbehälter (m. Rührwerk) ;14;7
Ölmühlen und Margarineindustrie;Wärmer ;14;7
Ölmühlen und Margarineindustrie;Wasserringpumpen (Vakuum) ;10;10
Ölmühlen und Margarineindustrie;Zerkleinerungsmaschinen (Brecher, Scheibenmühlen, Riffelwalzenstühle, Diagonalwalzenstühle, Perplexmühlen) ;10;10
Ölmühlen und Margarineindustrie;Eiswasser-Pumpenanlagen mit Duschen ;10;10
Ölmühlen und Margarineindustrie;Isolierbehälter mit Kühlschlangen zur Herstellung von Eiswasser ;10;10
Ölmühlen und Margarineindustrie;Holzrinnen zur Abkühlung der Emulsion ;10;10
Ölmühlen und Margarineindustrie;Automatische Füllanlagen ;10;10
Ölmühlen und Margarineindustrie;Schnelläufer ;8;12
Ölmühlen und Margarineindustrie;Doppelwandige Kessel mit Rührwerk ;14;7
Ölmühlen und Margarineindustrie;Kühlschränke mit Plattentransportband ;10;10
Ölmühlen und Margarineindustrie;Etagenwalzen (m. Preßtrog) ;10;10
Ölmühlen und Margarineindustrie;Schaufelkneter ;10;10
Ölmühlen und Margarineindustrie;Tellerwalzen ;10;10
Ölmühlen und Margarineindustrie;Kombinationsapparate für kontinuierliche Margarinefabrikation ;7;14
Ölmühlen und Margarineindustrie;Ammoniak-Kühlanlagen (Großkältemaschinen) ;10;10
Ölmühlen und Margarineindustrie;Autom. Kühlanlagen (75 000 - 100 000 kal.);10;10
Ölmühlen und Margarineindustrie;Emulsionszwischenbehälter (m. Rührwerk) ;10;10
Ölmühlen und Margarineindustrie;Kirnmaschinen mit elektr. Motorenantrieb;10;10
Ölmühlen und Margarineindustrie;Kühltrommeln für direkte Verdampfung mit Ammoniak ;10;10
Ölmühlen und Margarineindustrie;Auspresser für Duschanlagen ;10;10
Ölmühlen und Margarineindustrie;Groß-Vakuum-Mischmaschinen (200 - 300 kg Fassungsvermögen) ;10;10
Ölmühlen und Margarineindustrie;Kleinmischmaschinen mit Holztrögen (50 - 80 kg Fassungsvermögen) ;7;14
Ölmühlen und Margarineindustrie;Vakuum-Knetanlagen ;7;14
Ölmühlen und Margarineindustrie;Großstück- bzw. Blockpackmaschinen ;10;10
Ölmühlen und Margarineindustrie;Kartonageheftmaschinen ;10;10
Ölmühlen und Margarineindustrie;Vollautomatische Abpackmaschinen für 1/4 und 1/2 kg ;8;12
Ölmühlen und Margarineindustrie;Doppelwandige Schmelzkessel ;14;7
Ölmühlen und Margarineindustrie;Doppelwandige Temperierkessel mit Rührwerk ;14;7
Ölmühlen und Margarineindustrie;Faßdampfanlagen ;14;7
Ölmühlen und Margarineindustrie;Faßentleerungsmaschinen ;20;5
Ölmühlen und Margarineindustrie;Isol. Lagerbehälter mit Kühl- und Wärmevorrichtung ;14;7
Ölmühlen und Margarineindustrie;Unisolierter Lagerbehälter ;20;5
Papier und Pappe verarbeitende Industrie;Abfallbeseitigungsanlagen, kombiniert ;6;17
Papier und Pappe verarbeitende Industrie;Abfallzerkleinerungsanlagen (Shredder);5;20
Papier und Pappe verarbeitende Industrie;Anfeuchtmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Anleimmaschinen, mit und ohne Transportband ;8;12
Papier und Pappe verarbeitende Industrie;Aufwickelmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Bandkleber ;8;12
Papier und Pappe verarbeitende Industrie;Bandsägen ;8;12
Papier und Pappe verarbeitende Industrie;Beschichtungsmaschinen aller Art ;6;17
Papier und Pappe verarbeitende Industrie;Beschickungsanlagen ;6;17
Papier und Pappe verarbeitende Industrie;Beutelklebemaschinen;8;12
Papier und Pappe verarbeitende Industrie;Biegemaschinen für Draht ;8;12
Papier und Pappe verarbeitende Industrie;Biegemaschinen für Pappen;8;12
Papier und Pappe verarbeitende Industrie;Biegemaschinen für Stanzlinien ;8;12
Papier und Pappe verarbeitende Industrie;Bogendruckmaschinen (aller Art) ;8;12
Papier und Pappe verarbeitende Industrie;Bogenstapelmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Brechmaschinen;8;12
Papier und Pappe verarbeitende Industrie;Briefordnermaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Briefumschlagmaschinen;8;12
Papier und Pappe verarbeitende Industrie;Buchblockrundemaschinen aller Art ;8;12
Papier und Pappe verarbeitende Industrie;Bündelmaschinen und -automaten ;8;12
Papier und Pappe verarbeitende Industrie;Druckschlitzer ;8;12
Papier und Pappe verarbeitende Industrie;Eckeneinziehmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Einschneidemaschinen und -automaten ;8;12
Papier und Pappe verarbeitende Industrie;Entfettungsanlagen;8;12
Papier und Pappe verarbeitende Industrie;Etikettenmaschinen;8;12
Papier und Pappe verarbeitende Industrie;Folienverpackungsmaschinen ;6;17
Papier und Pappe verarbeitende Industrie;Heftmaschinen und -automaten ;8;12
Papier und Pappe verarbeitende Industrie;Heißsiegelautomaten und -automaten ;6;17
Papier und Pappe verarbeitende Industrie;Hülsenmaschinen einschl. Nebenaggregate ;6;17
Papier und Pappe verarbeitende Industrie;Inlinemaschinen (f. d. Wellpappenverarbeitung) ;8;12
Papier und Pappe verarbeitende Industrie;Kantenumschlagmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Kapitalmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Kaschiermaschinen und -automaten ;8;12
Papier und Pappe verarbeitende Industrie;Klebebandmaschinen und -automaten;8;12
Papier und Pappe verarbeitende Industrie;Klebebindemaschinen und -automaten;8;12
Papier und Pappe verarbeitende Industrie;Kreuzbodenleger;8;12
Papier und Pappe verarbeitende Industrie;Kuvertiermaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Laschenkleber ;8;12
Papier und Pappe verarbeitende Industrie;Lederschärfmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Leimaufbereitungsanlagen ;8;12
Papier und Pappe verarbeitende Industrie;Loch-, Ös- und Nietmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Luftbefeuchtungsanlagen ;8;12
Papier und Pappe verarbeitende Industrie;Näh-, Stepp- und Säummaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Numerier- und Paginiermaschinen;8;12
Papier und Pappe verarbeitende Industrie;Rill-, Nut- und Ritzmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Paletten-Schrumpfanlagen ;6;17
Papier und Pappe verarbeitende Industrie;Papiersackherstellungsmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Papierzählmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Plissiermaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Pressen (aller Art) ;8;12
Papier und Pappe verarbeitende Industrie;Registermaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Rotationsdruckmaschinen ;10;10
Papier und Pappe verarbeitende Industrie;Schachtelaufrichtemaschinen aller Art ;8;12
Papier und Pappe verarbeitende Industrie;Scheren (aller Art) ;8;12
Papier und Pappe verarbeitende Industrie;Schlaghämmer ;8;12
Papier und Pappe verarbeitende Industrie;Schlauchziehmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Schlitzmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Schneidemaschinen;8;12
Papier und Pappe verarbeitende Industrie;Schnellhefterherstellungsmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Schreibheftherstellungsmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Schüttelmaschinen;8;12
Papier und Pappe verarbeitende Industrie;Hochfrequenz-Schweißanlagen und -automaten ;5;20
Papier und Pappe verarbeitende Industrie;Serviettenautomaten ;8;12
Papier und Pappe verarbeitende Industrie;Slotter (Stanzen, Schlitzen, Drucken) ;8;12
Papier und Pappe verarbeitende Industrie;Stapelwendegeräte ;8;12
Papier und Pappe verarbeitende Industrie;Stegeschlitzmaschinen und -automaten ;8;12
Papier und Pappe verarbeitende Industrie;Stegesteckmaschinen und -automaten ;8;12
Papier und Pappe verarbeitende Industrie;Tapetenaufschäumanlagen ;6;17
Papier und Pappe verarbeitende Industrie;Tapetendruck- und -prägemaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Taschentuchherstellungsmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Tiefziehmaschinen ;6;17
Papier und Pappe verarbeitende Industrie;Toilettenpapierherstellungsmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Tragetaschenherstellungsmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Trinkhalmherstellungsmaschinen ;6;17
Papier und Pappe verarbeitende Industrie;Trocknungsanlagen, Trockenschränke ;6;14
Papier und Pappe verarbeitende Industrie;Umbördelmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Umroller ;8;12
Papier und Pappe verarbeitende Industrie;Ventilbodenleger ;8;12
Papier und Pappe verarbeitende Industrie;Wellpappenanlagen;10;10
Papier und Pappe verarbeitende Industrie;Zeichenband-Einlegemaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Zeichenblockherstellungsmaschinen ;8;12
Papier und Pappe verarbeitende Industrie;Zusammentragmaschinen und -automaten ;8;12
Personen- und Güterbeförderung;Bahnkörper (Erdeinschnitt und Damm);75;1,3
Personen- und Güterbeförderung;Tunnel für Straßen- und Schienenverkehr ;75;1,3
Personen- und Güterbeförderung;Brücken für den öffentlichen Straßen- und Schienenverkehr (aus Beton oder Stahl) einschl. Bahnsteigunter- bzw. -überführungen ;75;1,3
Personen- und Güterbeförderung;Schallschutzwände ;25;4
Personen- und Güterbeförderung;Gleise ;25;4
Personen- und Güterbeförderung;Weichen (einschl. Heizung) ;20;5
Personen- und Güterbeförderung;Bahnsteige, Rampen ;25;4
Personen- und Güterbeförderung;Gleisbremsen, Gleisabschlüsse und andere Rangieranlagen ;10;10
Personen- und Güterbeförderung;Untersuchungs- und Arbeitsgruben ;25;4
Personen- und Güterbeförderung;Zugsicherungs- und Signalanlagen für den Bahnbereich ;20;5
Personen- und Güterbeförderung;Speiseleitungen (einschl. Maste) ;20;5
Personen- und Güterbeförderung;Stromschienen- und Oberleitungsanlagen ;20;5
Personen- und Güterbeförderung;Umformerwerke, Unterwerke (elektr. und maschineller Teil) ;20;5
Personen- und Güterbeförderung;Fahrbare Gleichrichter ;10;10
Personen- und Güterbeförderung;Fahrausweisautomaten ;5;20
Personen- und Güterbeförderung;Fahrgastinformations- und -leitsysteme ;10;10
Personen- und Güterbeförderung;Zählgeräte (Auswertungsgeräte) ;5;20
Personen- und Güterbeförderung;Hochgeschwindigkeitszüge ;15;7
Personen- und Güterbeförderung;Triebwagen (S-Bahn, U-Bahn, Straßenbahn ;20;5
Personen- und Güterbeförderung;Leichtbautriebwagen (im Regionalbereich);15;7
Personen- und Güterbeförderung;Reisezugwagen ;20;5
Personen- und Güterbeförderung;Güterwagen (einschl. Gelenkwagen-Waggons) ;20;5
Personen- und Güterbeförderung;Kessel- und Spezialwagen ;15;7
Personen- und Güterbeförderung;Bahndienstfahrzeuge, Nebenfahrzeuge ;20;5
Personen- und Güterbeförderung;Personenkraftwagen;5;20
Personen- und Güterbeförderung;unter 7,5 to zulässigem Gesamtgewicht ;6;17
Personen- und Güterbeförderung;ab 7,5 to zulässigem Gesamtgewicht ;5;20
Personen- und Güterbeförderung;Anhänger, Auflieger, Wechselaufbauten, Transportcontainer ;6;17
Personen- und Güterbeförderung;Reise- und Linienomnibusse ;6;17
Personen- und Güterbeförderung;Satellitenortungseinrichtungen ;4;25
Personen- und Güterbeförderung;Tankdatenerfassungsanlagen ;5;20
Personen- und Güterbeförderung;Reifenmontagegeräte ;5;20
Personen- und Güterbeförderung;Uhrenanlagen ;8;12
Personen- und Güterbeförderung;Briefkästen ;12;8
Personen- und Güterbeförderung;Briefsortier-, -aufstell- und -stempelmaschinen ;10;10
Personen- und Güterbeförderung;Stückbriefverteilanlagen einschl. Codiereinrichtungen ;10;10
Personen- und Güterbeförderung;maschineller Teil (einschl. Lese- und Codiereinrichtung) ;10;10
Personen- und Güterbeförderung;manueller Teil ;15;7
Personen- und Güterbeförderung;Beutelhängebahnen ;10;10
Personen- und Güterbeförderung;Paketverteilanlagen;15;7
Personen- und Güterbeförderung;Postfachanlagen ;10;10
Rauchwarenverarbeitung;Aufrauhmaschinen (Kratzmaschinen) ;10;10
Rauchwarenverarbeitung;Aufschneidemaschinen ;10;10
Rauchwarenverarbeitung;Ausreck- und Abwelkmaschinen ;10;10
Rauchwarenverarbeitung;Bakelmaschinen ;8;12
Rauchwarenverarbeitung;Dünnschneidemaschinen (Rundmesser-) ;5;20
Rauchwarenverarbeitung;Entfleischmaschinen ;5;20
Rauchwarenverarbeitung;Farbbottiche ;5;20
Rauchwarenverarbeitung;Gerbbottiche ;5;20
Rauchwarenverarbeitung;Kreismesserschleifmaschinen ;10;10
Rauchwarenverarbeitung;Läutertrommeln (aus Holz o. Stahl) ;7;14
Rauchwarenverarbeitung;Maschiniermaschinen (Entgrannmaschinen) ;10;10
Rauchwarenverarbeitung;Rohfellschermaschinen ;5;20
Rauchwarenverarbeitung;Schermaschinen (Vor- u. Nachschermaschinen) ;10;10
Rauchwarenverarbeitung;Schütteltrommeln ;7;14
Rauchwarenverarbeitung;Spänetrocknungsanlagen ;10;10
Rauchwarenverarbeitung;Streichmaschinen (Seal);5;20
Rauchwarenverarbeitung;Walken ;12;8
Rauchwarenverarbeitung;Waschtrommeln ;5;20
Rauchwarenverarbeitung;Bügelmaschinen;7;14
Rauchwarenverarbeitung;Flachnähmaschinen ;10;10
Rauchwarenverarbeitung;Läutertrommeln ;10;10
Rauchwarenverarbeitung;Pikiermaschinen ;10;10
Sägeindustrie und Holzbearbeitung;mit elektr. Motor;5;20
Sägeindustrie und Holzbearbeitung;Bauholzkreissägen ;6;17
Sägeindustrie und Holzbearbeitung;elektron. gesteuert ;6;17
Sägeindustrie und Holzbearbeitung;Blockbandsägeanlagen (einschl. Transportanlagen) ;6;17
Sägeindustrie und Holzbearbeitung;Brennholzbündelmaschinen (autom.) ;5;20
Sägeindustrie und Holzbearbeitung;Entrindungsanlagen und Kappstationen 6 1 für ein- u. mehrseitige Bearbeitung ;7;14
Sägeindustrie und Holzbearbeitung;Horizontalgatter;10;10
Sägeindustrie und Holzbearbeitung;Hochleistungsgatter ab 600 mm Hub;6;17
Sägeindustrie und Holzbearbeitung;sonstige (z.B. Voll-, Trenn-, Spaltgatter);8;12
Sägeindustrie und Holzbearbeitung;Handkreissägen (elektr.);3;33
Sägeindustrie und Holzbearbeitung;Handmetallsuchgeräte;4;25
Sägeindustrie und Holzbearbeitung;Holz-und Rindenzerkleinerungsmaschinen;3;33
Sägeindustrie und Holzbearbeitung;Kappsägen;6;17
Sägeindustrie und Holzbearbeitung;Profilspaneranlagen (einschl. Transportanlagen);6;17
Sägeindustrie und Holzbearbeitung;Querkreissägen für Schnittholzstraßen einschl. Mehrfachablängsägen;6;17
Sägeindustrie und Holzbearbeitung;Rundholzsortieranlagen und Vereinzelungsanlagen;6;17
Sägeindustrie und Holzbearbeitung;sonstige Holztransportanlagen;6;17
Sägeindustrie und Holzbearbeitung;elektronisch gesteuert;6;17
Sägeindustrie und Holzbearbeitung;sonstige;8;12
Sägeindustrie und Holzbearbeitung;Trennkreissägen;5;20
Sägeindustrie und Holzbearbeitung;Trennbandsägen;5;20
Sägeindustrie und Holzbearbeitung;Umreifungsgeräte;3;33
Sägeindustrie und Holzbearbeitung;Werkzeugschärfeinrichtungen (einschl. Härte-, Schränk-, Stauch- und Schleifmaschinen);5;20
Sägeindustrie und Holzbearbeitung;Abrichtmaschinen und Dickenhobelmaschinen;7;14
Sägeindustrie und Holzbearbeitung;Astausflickautomaten;5;20
Sägeindustrie und Holzbearbeitung;Astausbohrmaschinen;7;14
Sägeindustrie und Holzbearbeitung;Bandschleifmaschinen (autom.);6;17
Sägeindustrie und Holzbearbeitung;Doppelabkürz-, Nut- und Federautomaten;6;17
Sägeindustrie und Holzbearbeitung;Folienverpackungsmaschinen;4;25
Sägeindustrie und Holzbearbeitung;Hobel-, Fräs- und Kehlmaschinen, mehrseitige (Hochleistungsanlagen);6;17
Sägeindustrie und Holzbearbeitung;Sonstige Fräs- und Hobelmaschinen für ein- u. mehrseitige Bearbeitung;7;14
Sägeindustrie und Holzbearbeitung;Holzpreßanlagen ;7;14
Sägeindustrie und Holzbearbeitung;Holzverleimanlagen ;7;14
Sägeindustrie und Holzbearbeitung;Keilzinkenanlagen ;6;17
Sägeindustrie und Holzbearbeitung;Oberflächenbehandlungsmaschinen (Imprägnieren, Lasieren, Lackieren, Wachsen) ;5;20
Sägeindustrie und Holzbearbeitung;Schallschluckkabinen, transportabel ;5;20
Sägeindustrie und Holzbearbeitung;Spänetransportanlagen,pneumatisch ;6;17
Sägeindustrie und Holzbearbeitung;Spänezerreißer ;6;17
Sägeindustrie und Holzbearbeitung;Stapel- und Beschickungsvorrichtungen ;5;20
Sägeindustrie und Holzbearbeitung;Band- und Rollentrockner ;7;14
Sägeindustrie und Holzbearbeitung;Blockhobelmaschinen, doppelseitig, 90 oder 120 cm Breite ;6;17
Sägeindustrie und Holzbearbeitung;Blockputzmaschinen, in Längs- oder Drehrichtung arbeitend;6;17
Sägeindustrie und Holzbearbeitung;Furnierfügemaschinen ;8;12
Sägeindustrie und Holzbearbeitung;Furniermessermaschinen;7;14
Sägeindustrie und Holzbearbeitung;Furniermesserstraßen ;6;17
Sägeindustrie und Holzbearbeitung;Furnierpaketscherenstraßen ;6;17
Sägeindustrie und Holzbearbeitung;Furnierpaketsortierstraßen ;6;17
Sägeindustrie und Holzbearbeitung;Furnierpressen ;7;14
Sägeindustrie und Holzbearbeitung;Furniersägen ;8;12
Sägeindustrie und Holzbearbeitung;Furnierschälmaschinen ;7;14
Sägeindustrie und Holzbearbeitung;Furnierschälstraßen ;6;17
Sägeindustrie und Holzbearbeitung;Furnierscheren ;7;14
Sägeindustrie und Holzbearbeitung;Furniervermessungseinrichtungen (elektron.) ;5;20
Sägeindustrie und Holzbearbeitung;Furnierzusammensetzmaschinen (längs und quer);8;12
Sägeindustrie und Holzbearbeitung;Holzzerhacker (zur Erzeugung von Brennspänen, grobe) ;4;25
Sägeindustrie und Holzbearbeitung;Nuthobelmaschinen (f. Staylog) ;6;17
Sägeindustrie und Holzbearbeitung;Verschnürmaschinen, Bindemaschinen ;6;17
Sägeindustrie und Holzbearbeitung;Aufplattanlagen;8;12
Sägeindustrie und Holzbearbeitung;Bindeanlagen ;5;20
Sägeindustrie und Holzbearbeitung;Imprägnierkessel ;7;14
Sägeindustrie und Holzbearbeitung;Imprägniertröge ;8;12
Sägeindustrie und Holzbearbeitung;Mastenschälmaschinen ;7;14
Sägeindustrie und Holzbearbeitung;Palisadenfertigungsanlagen ;5;20
Sägeindustrie und Holzbearbeitung;Rundstab- und Stangenfräsanlagen ;8;12
Sägeindustrie und Holzbearbeitung;Schraubenverdichter, Vakuumpumpen, Kühlanlagen ;5;20
Sägeindustrie und Holzbearbeitung;Schwellenhobel- und Bohranlagen ;8;12
Sägeindustrie und Holzbearbeitung;Sortier- und Entladeanlagen ;6;17
Sägeindustrie und Holzbearbeitung;Dämpfgruben-Temperaturregistrierung und Programmsteuerung ;5;20
Sägeindustrie und Holzbearbeitung;Niederdruck-Dampfkessel ;10;10
Sägeindustrie und Holzbearbeitung;Späneeinblas- und Fördervorrichtungen für Dampfkesselbefeuerung ;8;12
Sägeindustrie und Holzbearbeitung;aus Holz, Blech, Aluminium ;6;17
Sägeindustrie und Holzbearbeitung;Weiheranlagen (Rundholz) ;20;5
Sägeindustrie und Holzbearbeitung;Brücken- und Portalkräne ;10;10
Sägeindustrie und Holzbearbeitung;sonstige Kräne ;10;10
Schiefer- und Tonindustrie;Laderaupen ;5;20
Schiefer- und Tonindustrie;Schaufellader;4;25
Schiefer- und Tonindustrie;Schiefersägewagen ;4;25
Schiefer- und Tonindustrie;Schürfkübelraupen ;4;25
Schiefer- und Tonindustrie;Scraper ;5;20
Schiefer- und Tonindustrie;Kühlbänder (f. Asphaltmehl) ;10;10
Schiefer- und Tonindustrie;Schaukeltransporteure ;4;25
Schiefer- und Tonindustrie;Entstaubungsanlagen an den Brecher-, Mahl-, Misch- und Trockenanlagen ;4;25
Schiefer- und Tonindustrie;Fördermaschinen (Schacht) ;7;14
Schiefer- und Tonindustrie;im Abbaubereich u. auf der Halde ;5;20
Schiefer- und Tonindustrie;Langsamläufer, stationär ;8;12
Schiefer- und Tonindustrie;Schnelläufer, stationär ;5;20
Schiefer- und Tonindustrie;fahrbar (Diesel- o. Elektroantrieb) ;5;20
Schiefer- und Tonindustrie;Pumpen im Abraum, bei der Gewinnung und Wasserhaltung ;6;17
Schiefer- und Tonindustrie;Schiefermahlwerke, kombiniert (Brecher, Entstaubungen, Windsichter, Becherwerke, Rohrleitungen, elektr. Anlagen, Transportbänder, Siebanlagen usw.) ;6;17
Schiefer- und Tonindustrie;Schiefersägen ;5;20
Schiefer- und Tonindustrie;Schleifsägen ;5;20
Schiefer- und Tonindustrie;aus Eisen;10;10
Schiefer- und Tonindustrie;Lagerboxen ;12;8
Schiefer- und Tonindustrie;Tanks ;10;10
Schiefer- und Tonindustrie;Bitumen-Mischanlagen ;10;10
Schiefer- und Tonindustrie;Trockenanlagen (m. Transportautomatik) ;8;12
Schiefer- und Tonindustrie;Trocknungsanlagen (sonstige) ;10;10
Schiefer- und Tonindustrie;Kocher ;3;33
Schiefer- und Tonindustrie;Mischer;6;17
Schiefer- und Tonindustrie;Wurftrockner ;8;12
Schiffbau;numerisch gesteuerte Brennschneidemaschinen und Kopierautomaten ;5;20
Schiffbau;Formerei- und Gießmaschinen ;7;14
Schiffbau;Gaserzeugungsanlagen (Sauerstoff-Azetylen usw.) ;10;10
Schiffbau;Hellinge ;25;4
Schiffbau;Stahlspundwände ;20;5
